riversare	[10086015]
sincerità	[9156517, 9438407, 10190062, 10220683, 10011155, 9169718, 9151341.0, 9398262, 9831777, 10438459, 10011085, 10318646, 9467802.0, 9795228.0, 9556668, 9368413, 9569484, 9343125.0, 9785166, 9192169.0, 10318673.0, 10086814.0, 10239785, 9614749, 9614832, 9436054.0, 10315910, 9462712, 10369141]
salto	[10114058, 9853409.0, 9939963.0, 9915812, 10099643, 10379862.0, 10456605, 10041480, 9902283, 9323032, 9665182.0, 9757895.0, 9224619, 9863009.0, 9812306, 9665174.0, 10439081, 10360618, 9133555, 9032725.0, 9598010, 10434253.0, 10154917, 9114584, 9537842, 9665181, 9850723, 9161686, 9966435, 10055835, 9150310, 10206704, 10255294.0, 9665144, 9114583.0, 10252882, 9708344.0, 10356874, 9800095.0, 10158509, 10434255, 9291207, 10383636, 10205696, 9334160, 9718170, 9125759.0, 9963369, 10446893, 10346045.0, 9836104, 9209597, 9036645, 9094869.0, 9324359, 10334291, 9729336, 10213440, 10206492, 10223930.0, 10256853.0, 9499619.0, 9175548.0, 10442484, 10363996, 9397516.0, 10427899.0, 10192592.0, 9665075.0, 10345989, 9200150, 10448030.0, 9852958, 9134323.0, 9871973, 9871998, 10488219, 9651234, 9533489.0, 9607412, 9809389, 10257148, 10188190, 9555749, 10286256.0, 10224418, 10419616, 9742474]
arduo	[9378548, 10310488, 10077373, 9976120, 9976121]
ovviamente	[9153226, 9849422, 10260743.0, 10297509, 10356723.0, 9538793, 9806180, 9816598.0, 10198463, 10285189.0, 9785128, 9569753.0, 10012168.0, 9463225.0, 10099635, 9297238, 9554494.0, 10312687.0, 9286213, 10309390.0, 9456367, 9447827, 9953940, 9297295, 9805161.0, 9911252.0, 9352754, 9977838.0, 9560558, 9572029, 9276743, 9978231.0, 9805847, 9459076, 9924680, 9853537.0, 10167148, 10183666.0, 10123894.0, 9269141, 10329884.0, 9816681, 10376061.0, 9231209, 9972003, 9552964.0, 9895279.0, 9440710, 9603625, 9707068, 9945178, 9604199, 10011939, 9806056.0, 9292673, 9483634.0, 9737276, 9969639.0, 9692844, 9717924, 9871568, 9799814, 9852833.0, 9485687, 9673081, 9896161, 9980321, 10372181.0, 10130687.0, 9721347, 9447523, 9810089, 9812485, 10329864, 9812350, 10130894, 9977157, 10054960, 9130749, 9030534.0, 9891788.0, 9475529.0, 9977111.0, 9142978.0, 9137512.0, 9239223.0, 10220785.0, 9697705.0, 9692265.0, 10163370, 9135263.0, 10103365.0, 9730002.0, 9647004.0, 10261708.0, 10421067, 10151772, 9963773, 9760315.0, 9472306.0, 9378528, 9682774, 9243340.0, 9485227.0, 9612113, 9447592.0, 9875867, 9167624.0, 9479306, 9878594.0, 9915304, 10171208, 9404395, 9711026.0, 9850407.0, 9173994.0, 10029460.0, 9946968, 10121520, 9474028, 9083422, 9572009, 9862877, 10232409]
orso	[10297633, 9006980.0, 9496163.0, 9592594, 9487155, 9496542, 10052555, 9496215.0, 9726953, 9266995.0, 9592600, 9496211, 10363006, 9497865, 10082209.0, 9267202.0, 10483247.0, 10261422, 10484847, 9237299.0, 9756225.0, 9537378, 9592602, 9075011, 9910784.0, 9592734.0, 9247824.0, 10196681.0, 9593414.0, 9515744.0, 9226542, 10159134.0, 9496249]
criterio 	[10153859.0, 9794944.0]
psiche	[10432890, 9795462.0, 10378083.0, 10217251, 9574655.0, 9890937, 10432892.0, 9910781.0]
recupero	[9980489, 9098004.0, 9604817, 9150477, 9718424, 10257928, 10203155.0, 9706000.0, 9173115, 10456925, 9346267, 10081909.0, 9134453.0, 10164270, 10412508, 10205391.0, 10459936, 10229095.0, 10248879.0, 10444962.0, 10397763, 9530910, 9706752.0, 10441945, 9035101.0, 9316481, 9098024, 9513669, 10408870.0, 10194590.0, 9705997.0, 10194256, 10469623.0, 10459686, 10459689, 9706103.0, 9706004, 10333510, 9657847]
rilasciare	[10382088.0, 10010837, 9376970, 10285757.0, 9389893.0, 9376879.0, 9624300, 9899565.0, 9982312, 9012452, 9738594, 9884353.0, 9982845, 9598829.0, 10278808]
ripetutamente	[10384320.0, 9645252, 9834983.0, 9832152, 10252056.0, 9851564]
iscritto	[10057633.0, 10228956.0, 9539216, 9433698.0, 9477995, 10170819, 9518097.0, 9170927.0, 9776783, 9708735.0, 9432344, 9653267.0, 9806984.0, 10159424.0, 9801670.0, 9113079, 9518600, 9794781, 9080936, 9313432.0, 9444668, 9755572, 9942817, 9189953.0, 9660614, 9351196.0, 10027484.0, 9200613.0, 9858749.0, 9170942, 9855653.0, 9314568, 9943122, 9672081, 9080925, 9855955, 9443646, 10197934, 10113188.0, 10159053.0, 9858771.0, 9736180, 9288253.0, 9568275, 9209924]
terminare	[9008952, 9702924, 9706681.0, 10075556, 9509471, 9541637, 9799280, 10437881.0, 10212467, 10010389.0, 9895196.0, 9707083, 10292813.0, 9365340.0, 9892362.0, 9644976]
allenare	[10251491.0, 9833458, 10379368, 9674930.0, 10251757.0]
competitivo	[10154602, 9196895]
ripopolare	[10466372.0, 10313783.0]
semestre	[10261373, 9452711.0, 10295939, 10281178, 9931100, 9946408, 10281266, 10150490, 9946378, 10168448, 9772210.0, 9934495.0, 10255289, 9946379]
acquisto	[9640498, 9940124.0, 10159293.0, 9075151, 9318872, 9611645, 9055238, 9767760, 10114104, 9723293, 9259146, 9776307, 10258181.0, 10167108.0, 9119610.0, 9988902.0, 9257509, 9721186.0, 9173025, 9839793, 9909533, 9141163]
allestimento	[10085685]
risparmio	[10035612.0, 9618081.0, 9085333.0, 9303297, 9977729.0, 10299248, 9708351, 9757793, 9306036, 9150762.0, 10307815, 9147866, 9989865.0, 10010626.0, 10363875.0, 9634282.0, 9882491, 9079443, 9756809.0, 10190432.0]
serie	[10170875.0, 10220911, 10060416.0, 9079006.0, 10060246.0, 10229205.0, 9168871.0, 9815860, 9396643.0, 10060611.0, 9317863.0, 9162836, 10115143.0, 9664514.0, 10170884.0, 10105860.0, 9752149.0, 9169681.0, 10060218.0, 9899481, 10164891.0, 10057888.0, 10057051, 10435269, 10114665.0, 9620890.0, 10143576.0, 9282620, 9339138.0, 9119527.0, 9990085, 9628037.0, 10323954.0, 9169360, 10057131, 10460663.0, 9072645.0, 9807723.0, 9223257, 9188298.0, 9488128.0, 10072225.0, 9186769.0, 10320862.0, 9073297.0, 10058927.0, 10057300, 9609989.0, 10391359, 9116004.0, 10057760.0, 9703278.0, 9114128, 9899477, 10114588.0, 9900287, 9047881, 10115048, 9311828, 10105455, 9741392.0, 10061245.0, 9799417.0, 10371148.0, 10238063.0, 9837321.0, 10115052, 9223256, 10140258.0, 10057890, 10114702, 10257476.0, 9002761.0, 9816562.0, 9047987.0, 9568555.0, 9417226, 9539207.0, 10006937, 9300420, 9068801, 10317671, 9790649.0, 9790752, 10021250, 9428716.0, 9008325.0, 10432713.0, 9607036.0, 9219203.0, 9840781, 10222553, 9175415, 10208003, 9825904, 9842569.0, 10454265, 9188318, 9289269, 9618239.0, 9658404.0, 9992873, 9851933.0, 9895515.0, 10438167, 10127027, 9503048, 9113758.0, 9633759.0, 9799440, 9285828.0, 9002360, 9706254, 9327000, 9269815, 9680715, 9618267, 10229252, 10374480, 9812095, 9187789.0, 10435784.0, 10412462.0, 10203664.0, 10166597, 10034233, 9090567, 10320046, 9512683.0, 10317086, 9837582, 10257466, 9340813, 9381607, 10229597, 10106873, 9791291.0, 9588345, 9900230, 9067602, 9440592, 9269075, 9522100.0, 10061826, 9493310, 9536363, 9829229, 9180919, 9677523, 9318067, 10421195.0, 9198976, 10134074, 9812152.0, 10282515, 9264919, 10389545, 9917683.0, 9882496, 9057168, 9537231, 9526155, 9618101, 10399216.0, 9210520, 9429126, 9285864.0, 9311694.0, 9706326.0, 10430062.0, 9438864.0, 9732334, 10202303.0, 10437821.0, 10083275.0, 9311168.0, 10488546.0, 10447452, 10289749, 9520963, 9774382.0, 9814922, 10211485.0, 10223025, 10172299.0, 9263050, 10106692, 9197510.0, 9569899, 9892204, 9202591.0, 10127567.0, 10339982, 10164607, 10374698.0, 10400594, 10360152, 10287578.0, 10347974.0, 10347976.0, 10135172, 9548665.0, 9135841, 10188063, 9222545]
inconfondibile	[9118976, 9685312.0, 10057165, 10186083]
riciclabili	[]
coinvolgere	[9196367.0, 9782325.0, 10099559.0, 9730267, 9693354, 9480787.0, 9633433, 9938320.0, 9782457.0, 10497769, 9649030.0, 9338909, 10111790, 10434368, 9752982, 10164192, 9380862.0, 9833069, 9821805, 9152884, 9884361, 9103118, 9799445.0, 9271309, 10365476, 10366291, 10074874, 10277441, 9025423, 9777495.0, 9103875.0, 9934603, 9981173, 10363496, 10364513, 9159048.0, 9540604, 10434645]
offerta	[9079514.0, 9641351.0, 10439987.0, 9703803, 9612558, 9941526, 10319421.0, 9391379.0, 9171377.0, 10260712.0, 9497024.0, 9702765, 9273655, 9073357, 9738806, 9727514, 9173111, 10439874.0, 9218834, 9990655.0, 10048821.0, 10215879, 9267354.0, 9831178.0, 10098277, 9290125, 9831134, 9517776, 9265898, 10418309, 9839457, 10317719.0, 10442238.0, 10454602.0, 10479504, 10439992.0, 9234347, 10465645, 9061122.0, 9367918.0, 9024480, 9679775, 9319960.0, 9069469, 9452365, 9568391, 10326225, 9388914.0, 10305108, 10113505, 10246563.0, 9892964.0, 10337223, 10301952, 9509762.0, 9516483, 9538413, 10417057, 10383885.0, 9991085, 9069476.0, 10226875.0, 9065085, 9041852, 9197361, 10499278, 9298670, 10004094, 9806387, 9431506, 9379466, 10319349, 10492388, 9265868, 9637813, 10292315, 9098023.0, 9803119.0, 9544354.0, 10369859, 10269012.0, 10356153.0, 9552294.0, 9098380.0, 10258534, 10231616.0, 10196278, 10343966.0, 10423985.0, 9097588.0, 9553186.0, 9452133, 10078553, 9906822, 9918364, 9608457, 9883694, 9632290, 10129768, 9280219, 9229507.0, 9803164.0, 9686863.0, 9551868, 9637814.0, 9079529, 9594203, 9240092, 9727572, 9803123.0, 10319061.0, 9098124.0, 9148407, 9637810]
evidente	[10030787, 9107398.0, 9108214, 9733656.0, 9859853.0, 10033180.0, 10123896, 10028155, 9521161.0, 9412412.0, 10375386, 9672788, 9468384, 9711866.0, 9063793.0, 9708035.0, 10179937.0, 9381834.0, 9598416, 9368218, 10411817, 9453883.0, 10032818.0, 10014866.0, 9184666, 9406000, 9572808.0, 9623548.0, 9503732, 9141482.0, 9688810, 9237424, 9025573.0, 10028949, 9151382, 9834347.0, 10237679.0, 10119562.0, 9424104, 9788324.0, 9702922.0, 9891396]
arcobaleno	[10057749.0, 9037712.0, 9037714.0, 10242449, 10057730.0]
favorire	[9944027.0, 10000604, 9368895.0, 10088985, 9250186, 9154099, 9214045, 9624701, 9644525.0]
salvezza	[9962793.0, 9962794.0, 10085603, 9344835.0, 9737737.0, 9122938, 10171548, 9794339.0, 10435732.0, 9744876.0, 9881950, 9759299, 9278797, 9493005, 9703670, 9647087, 10446211, 10432628, 9362748, 9460274, 9377819, 9544671, 9818835, 10079436, 9089261, 10057219, 10409785, 9703676, 9506508, 9029011.0, 9150733.0, 9644525.0, 10424623, 10265559.0, 10265104.0, 9294635, 9890454.0, 9903916.0, 10335612, 9150736.0, 9305614, 10352061, 9264530, 9010045, 9387353, 9962796.0, 10185959]
gareggiare	[10072994, 9678440.0, 10175794.0]
promozione	[10439018.0, 10207791, 9168898, 9523513.0, 9015188, 9566804, 9318852, 9666459, 10412463.0, 9958294, 10483919.0, 9523514.0, 9484456.0, 10067682.0, 9738497.0, 10343858, 10451703, 9168194, 9468270, 9466524.0, 9383176, 10240646.0, 10293164.0, 9980696, 9469239, 10123746, 10227419, 9466744.0, 9829165.0, 9649009, 9413742.0, 10439013, 10259995.0, 9315638, 9594977, 9318853, 10227470.0, 9341407, 10326014, 9548645, 9528308.0, 9700772.0, 10096502.0, 9548661.0, 9697841.0, 9543495.0, 9467082.0, 9912069.0, 9014829, 9871842]
architetto	[10330117.0, 10032371, 9509482.0, 10330201.0, 9442343.0, 9162735, 10013495, 9502533, 10330713.0, 10330643, 10111940.0, 10330022.0, 10330016, 9679739, 10330470, 10330148, 9280043]
elettronico	[9815842.0, 9935999.0, 9381461.0, 9709941.0, 9986762.0, 9986767.0, 10058534.0, 10211141.0, 10168720, 9488285, 9307299, 9518099.0, 9807746.0, 10386893.0, 9775472.0, 9639864, 10320200, 9307338.0, 9233169, 10291346, 9285492, 9307304, 9992065.0]
telecamera	[9069233, 10400433, 9854852, 10398611, 9426302.0, 9518343.0, 9569623.0, 9427026.0, 9936228.0, 10385648, 10454936, 9551860, 9069231, 10494799, 9861391, 10494500, 9731772.0, 10400436.0, 9569625.0, 9936222.0, 9069234, 9679139.0, 10259882, 9940650, 10398490.0]
spostamento	[9512686.0, 9841303.0, 10417538, 9778965.0, 10344625]
arrotolato	[9299843.0, 9550541.0]
stressante	[9449967, 9180867, 9423184, 10482201]
discarica	[9647931, 9647935.0, 10175288.0, 9086043, 9561089, 10342131.0, 9937969, 10051444, 9648032, 10387598.0, 9742431, 10045284.0, 10045254]
ritenere	[9539040.0, 9169339, 9611842, 10375590, 9185918.0, 10085708, 9301951, 9821484.0, 9521803, 9627731.0]
scavare	[9206328.0, 9943429.0, 9530249, 9902318, 10380179.0, 10198463, 10025718.0, 9945680, 9945689, 10246622, 10116839.0, 9090657.0, 10093677, 9064330.0, 9163006, 9550776, 9503460, 9665202, 9660103, 9453075.0, 10361493.0, 9345387, 9703755.0, 9045045, 9079325.0, 10178834, 9125757.0, 9344931, 9432499, 9746742.0, 9237327, 10489637, 9945887, 9470269.0, 9470453.0, 10004005, 10456475, 9407052.0, 9470452, 9399780.0, 9246645, 9336247, 9305476.0, 9655509.0, 10176739, 9124132, 10193119.0, 9125049, 10025556, 10300748, 9660778, 9125067.0, 9165481.0, 10239790, 9123785.0, 9695789, 9779384.0, 9297150, 9275907.0, 9346188, 9590924, 9738656, 9406875, 9503453, 10102744, 9144625, 10082085.0, 9959585.0, 9149303]
continuo	[9517372, 9868229.0, 9073414.0, 9674942.0, 9674847, 10418937, 9728436.0, 9006487, 9277120, 9249746, 9611457.0, 9295109, 9794339.0, 9415906.0, 9212542, 9351996, 9454900, 10433590.0, 9660581.0, 9685706, 9645348.0, 9270271.0, 9780744.0, 9717294.0, 9185734, 9835206, 9699823, 9207722.0, 9253691, 10498605.0, 10088419.0, 10159804, 9606994.0, 9090243.0, 9142900, 10047823, 9805149, 9765570, 9885478, 9589563, 9689755, 9915345, 10482923, 10445966, 9077638.0, 9298149.0, 10235667.0, 10051307.0, 9169545.0, 10441622, 9124837.0, 9471205, 10411722, 9628482, 9515174.0, 9536394, 9610405, 9609601.0, 10348989, 10110610.0, 9541517, 9385078, 9782018, 9179654, 9295696.0, 9725992, 10178774, 10153987, 9947389, 9693022, 10388716, 10176021, 9343305, 9710318, 9603439.0, 10168368.0, 9942965.0, 9606552.0, 10449702.0, 10138764.0, 9483623.0, 9474947.0, 10433130.0, 9638447, 10495790.0, 9917509.0, 9421737.0, 9677402, 10439879, 10497837.0, 9501411, 9569872, 9305593, 9636988.0, 9032284, 9973934, 9340641, 10218660.0, 9993151.0, 9764731, 10077586.0, 9269048, 9725995, 10315348, 9232399, 9947460, 9583666, 9788007, 10051222, 10233866, 10239498, 9860969, 9103484.0, 9539964, 10224083]
accogliere	[9347213, 10057925, 9661582, 9290225, 9803424.0, 10163492.0, 9261115, 9469373, 10187170.0, 9528738, 9805137, 10243612, 9028443.0, 10324199, 9055104.0, 9324851.0]
caloria	[9187790]
fattorino	[9202661.0, 10182389.0, 9468421, 9317134, 9307150.0, 9628963, 9721812.0, 9042763.0, 10474206, 9673714, 9187388, 9564022.0, 9182743, 10440586, 9923220, 9212008, 9314324.0, 9254399, 9104425, 10153252.0]
pubblicato	[10059236, 10455971, 9104723.0, 9717380, 9924943, 10345046.0, 9557114.0, 10391254.0, 9241142.0, 9434361.0, 9330603.0, 10001077.0, 9557104.0, 9818852, 9679020.0, 10019225, 9434015, 10269766, 10267507.0, 9924609, 9521660, 10269250.0, 9068443.0, 10206320.0, 10270114.0, 9855280.0]
denuncia	[9619606.0, 10467298.0, 9148741, 9742558.0, 9400653.0, 9000519, 10404399, 10158920.0, 9254393.0, 9489281, 10216945.0, 9824903, 9436069, 9711482, 9593709, 9503890, 9446006.0, 9328731, 10468655.0, 10407279.0, 10485248.0, 10110299.0, 10244027.0, 10406126.0, 9899721.0, 9716342, 9899741.0, 9457335, 9218068.0, 10259951, 10026971, 10216967, 9148659, 9583990, 9742675.0, 9371155, 10270507, 9394892, 9899740.0, 9092727, 10047409.0, 9943945.0, 10216934, 9124854, 10220351, 10269267, 9611034.0, 10409415, 9396610, 10216954, 10220403, 9494381, 9529516.0, 10010882.0, 9494388.0, 9749884.0, 9820372.0, 10404725.0, 9148604, 9217993.0, 9028455.0, 10261221.0, 10269280.0, 9407477.0]
riunire	[9750309, 10238959.0, 9397836, 9610787.0, 9502865, 9536157, 9352476.0, 9650375, 10436834, 10367429, 9047062.0, 9166634, 9650598.0, 10022228.0, 10123133.0, 9832840]
centinaio	[9243632.0, 10441887.0, 10370713, 9095997, 9023153.0, 10443072, 9507755, 9561789.0, 9973161.0, 9332067, 10116759.0, 9874498, 9224172, 9532670, 9941568, 9341360, 9428490.0, 9101564, 9163444, 9457744, 9268778, 10075360, 9994917, 10194911, 10118708, 9700101, 10215546.0, 9904717.0, 9314635.0, 9942804, 9704966]
durata	[9044385.0, 9169467.0, 10056498.0, 9400314, 9359311.0, 9539238, 9109329, 9044378.0, 10061540, 9981551.0, 9859358.0, 10318354.0, 9287773, 10301766, 9265073.0, 9484052, 9100350, 9837358.0, 9576342.0, 10325433.0, 9586770.0, 9770930, 10319703, 9992873, 9532938.0, 10229954.0, 10376817.0, 9499833, 9677161, 9758568, 9499826, 9280156, 9898395, 9577235, 9899558, 9333418, 9803529, 10369569.0, 9314279.0, 9758567.0, 10145371, 10237319, 10262194]
fastidioso	[9179492.0, 9437366.0, 10177707, 10052795, 9325842.0, 10005995, 9547931.0]
vincitore	[9979308.0, 9979308.0, 10380883, 10380883, 10466412, 10466412, 9279108.0, 9279108.0, 9518105.0, 9518105.0, 9260944, 9260944, 10251990, 10251990, 10289660.0, 10289660.0, 9279401.0, 9279401.0, 9554865, 9554865, 9301119, 9301119, 10198075.0, 10198075.0, 10381971, 10381971, 9802008, 9802008, 10379564.0, 10379564.0, 9529425.0, 9529425.0, 9469963.0, 9469963.0, 9926578, 9926578, 9487585, 9487585, 10193766.0, 10193766.0, 9516374, 9516374, 10447118.0, 10447118.0, 10447311.0, 10447311.0, 9168225.0, 9168225.0, 9478176.0, 9478176.0, 9224588.0, 9224588.0, 9958288.0, 9958288.0, 9537115.0, 9537115.0, 9288731.0, 9288731.0, 9735820.0, 9735820.0, 9751921.0, 9751921.0, 9537129, 9537129, 10159206, 10159206, 9043282.0, 9043282.0, 10076710.0, 10076710.0, 10354586, 10354586, 9529430, 9529430, 9792661, 9792661, 9751875, 9751875, 9751879, 9751879, 9100056, 9100056, 10382072, 10382072, 9645426, 9645426, 10009391.0, 10009391.0, 10289658.0, 10289658.0, 9738116.0, 9738116.0, 9874626, 9874626, 9735704, 9735704, 10027295.0, 10027295.0, 9230676.0, 9230676.0, 10144122, 10144122, 10308245, 10308245, 10298985, 10298985, 9792534, 9792534, 9533933.0, 9533933.0]
ospitare	[10303367.0, 10139263.0, 9385074, 10049817, 9385313.0, 10466136.0, 9113589.0, 10201207, 9232198, 10272407.0, 9304898, 10405660, 9494531, 10431678.0, 10040809.0, 10047807, 9553533, 9720862, 9704669, 9660833.0, 9764557.0, 9566942.0, 9654734, 9660831]
viale	[10111830, 10111262.0, 9153246, 9408451, 9092966.0, 10127931.0, 9502492, 9765758.0, 9967447, 9408491, 9810228, 9306124, 9036159, 9674220, 9040076.0, 9170617, 9327666.0]
olimpiade	[]
spettacolare	[10057519, 9208044.0, 9433180.0, 9626483.0, 10340436, 9414777.0, 10060214, 9917714, 9081871.0, 10358323, 10034169.0, 9629918]
leggibile	[10044948.0]
comunque	[9169735, 10143578.0, 9539040.0, 10170960.0, 9688830.0, 9153894, 10310391.0, 9343516, 9896875.0, 9821255, 9184847, 9170181.0, 9408604, 9174022.0, 9771265.0, 9719914, 9201945, 9712269, 9688803.0, 9785401.0, 9796356, 9366551, 9354800, 10105928.0, 9609538, 9201893, 10166562, 9919932, 9707857, 9530162, 9539686.0, 9637238.0, 9527501.0, 9598373, 9216778, 10456523, 9676004, 9319398, 9510853, 9799509, 9550581, 9712613, 9047150, 10318743, 9364955, 9121953, 9286272, 10087010, 10120931, 9639654, 9354764.0, 10162592.0, 10492172, 9750680, 9314592, 10347250, 10409711, 9153347, 9820567, 10322300, 10300588, 9246679, 9451357.0, 9972543.0, 10029719.0, 10472072.0, 9733071.0, 9889194.0, 9480984.0, 10345270.0, 9857433, 10376313.0, 9049355.0, 10318313.0, 9152745.0, 10348879, 9502889, 9342893, 9859463.0, 9751067, 10274013, 9145328.0, 10280620.0, 9820776, 9095156, 9081465.0, 9408040, 9537627, 9776424.0, 9644705, 9300311, 9473832, 9348265, 9058756, 9477076, 9336829, 9328968, 9505405.0, 9788798.0, 9969150.0, 10421269.0, 10324418.0, 9088067, 10479670.0, 10047933, 9115440.0, 10130224, 9781946, 9348195, 10373533.0, 9748166.0, 9928250.0, 9661468, 9028989, 9309703, 10260127, 9333550, 9202305, 10399845, 9978055, 10457789, 9032224, 9611093, 9433564.0, 9642220.0, 9068896, 9131287, 9230496.0, 9832459.0, 9087383, 10383762, 10140627, 9843519, 9782071.0, 9604783, 9732547, 9500128, 9391848.0, 10480829, 10277667, 9760293.0, 10485806, 9808043.0, 9000876, 9849693, 10271645, 9610967, 9365887, 9314949.0, 9054765, 10006091.0, 9550065.0, 9915178, 10390701, 9777013, 9296237, 9864466, 9880580.0, 9152982, 9311913, 9527039.0, 9062431, 9417620, 9357979, 9319104, 9306526, 9727728, 9483873, 9416734, 10316635, 10190556, 10099656.0, 10116718, 10207284, 10188491, 9940985, 9348495, 9144422, 10325469, 9493083.0, 9430580, 9302358.0, 9098719.0, 9413985.0, 9629593.0, 9515879, 10392758, 9998629, 9404264, 9528071.0, 10022833, 9337437, 9866385.0, 9751081, 10456475.0, 10147944, 9112264, 9013949, 9672840.0, 9740132, 9285834.0, 9703589, 9185410, 9732894.0, 10022799.0, 10018872, 10297920, 10328711.0, 9779372, 10357309, 9504316.0, 9533966, 10477487.0, 9789105, 10499038.0, 10172297.0, 9165400, 9377384, 10479118.0, 9368560, 9293574.0, 9828091, 9706212, 9529119, 10156133, 9220501, 9679731, 9821778, 9342859, 9192482, 9153368, 9729765, 9201062, 9827254, 10224535, 9972196, 10347888, 10120761, 9427886.0, 9728540, 9236619, 9428967, 10332820, 10261326, 9922545, 9238360, 9457085, 9555925, 9086522, 10367430, 9416732.0, 10356814, 10102158, 10191048, 9117462, 9248379, 9112385, 10121269, 9662972, 9152823, 9656207, 9468355, 9591858, 9809097, 10350765, 10110515, 10471364, 9920443.0, 10314652, 9420793, 9443773, 9882744, 9582463, 9630671, 9782619, 9337293, 9813949, 9322844, 9034762, 9512420, 10142221, 9726607, 9632187, 9000496, 9617353, 9530118, 9306924, 9823584, 9096665, 9834666, 9437951, 9474141, 9574434, 10266557, 10371433.0, 9828556.0, 9977354.0, 10058715.0, 9122120.0, 9644579.0, 9654266.0, 9503569.0, 9418180, 10234193.0, 9838116.0, 9966001.0, 10354200.0, 10118837.0, 9264244.0, 9224256.0, 10211609.0, 10189502.0, 9790888.0, 9341025, 9062403.0, 9403559.0, 9432595, 9782096.0, 9447031, 10282110, 9838325, 10048139.0, 9870515, 9135660.0, 10016367.0, 9795082.0, 9056896.0, 10121248, 9733003.0, 10385406.0, 9907981, 10372452.0, 9768622.0, 10490279.0, 10176158, 9781709, 9026638, 9977307, 9433122.0, 9479714, 10197395, 10451742, 9086625.0, 10350758, 10131097.0, 9132692, 9508493, 9252136, 9510172.0, 9691978.0, 9421774, 9473755, 9822469, 9277499.0, 9295934.0, 9286933, 9512775.0, 9983614, 9319152.0, 9572208.0, 10467024, 9485895, 9333018, 10053703.0, 9006932, 9845685, 10190192, 9086729, 9081008, 10403234.0, 9285701, 9078162, 9090583.0, 9462857, 9582880, 9131330, 9386159.0, 9893482.0, 10001881, 10383818, 9305026.0, 9384331.0, 10012087.0, 9274724, 10366486, 9241723.0, 9343956, 10134049.0, 9177160, 10215974.0, 9087049, 9270525, 9757863, 9418306, 10038752, 10495332, 9301368, 9514015, 9442394.0, 9528687, 9809125.0, 9661211, 9314346.0, 9978413, 9318584, 9043995.0, 9980831.0, 9935985, 9916864.0, 10240031.0, 9733214, 10400850, 9377212, 9561611, 9117615.0, 10478419, 9688970, 10199661, 9893117, 9565447, 9355543, 9545400, 10489431, 10420319, 10268823, 9589967.0, 10155526, 9478910, 10397474, 9166688, 10151185, 10019088, 9475685, 10113961, 9563443]
