LEMMA	POS	SENT_ID	N/A	N/A		SENT_ID	N/A	N/A		SENT_ID	N/A	N/A		POLYSEMY	ENOUGH_CONTEXT_SENTENCES?
invito	NOM	1720850	Rifiutai il suo invito a cena.	Ich lehnte seine Einladung zum Abendessen ab.		9038444	Adesso rifiuterai anche il mio invito per domani sera.	Und jetzt weigerst du dich, morgen Abend zu kommen.		9770643	Ringrazi Sua Maestà. Sono molto lieto di accettare il suo invito.	Danken Sie ihrer Majestät, es wird mir eine Freude sein zu kommen.			X
diritto	NOM	969497	Il contenuto è del tutto libero, chiunque ha il diritto di fare qualunque cosa con il contenuto, anche senza citare la fonte.	Der Inhalt ist vollkommen frei, jeder hat das Recht, darüber nach Gutdünken zu verfügen, auch ohne Angabe der Quelle.		664227	Ora che hai raggiunto l'età hai il diritto di voto.	Nun, da du volljährig geworden bist, hast du das Recht, wählen zu gehen.		4971462	Voglio un avvocato. Ho diritto a una telefonata!	Ich will einen Anwalt. Ich habe das Recht zu telefonieren!			X
partecipare	VER	3314117	Mia moglie viaggia molto in tutto il mondo per partecipare a conferenze e incontri scientifici.	Meine Frau reist viel in der Welt herum, um an wissenschaftlichen Kongressen und Tagungen teilzunehmen.		2596590	Soltanto quattro cavalli parteciparono alla corsa.	Es nahmen nur vier Pferde am Rennen teil.		2784736	Quanta gente ha partecipato al corso?	Wie viele Leute haben an dem Kurs teilgenommen?			X
metodo	NOM	1185159	Il suo metodo di insegnamento dell'inglese è assurdo.	Deine Methode Englisch zu lehren ist absurd.		3471281	Io preferisco un metodo sistematico.	Ich bevorzuge eine systematische Methode.		4917024	Posso dire per esperienza che questo metodo funziona.	Ich kann aus Erfahrung sagen, dass diese Methode funktioniert.			X
rientrare	VER	10061961	Le dispiacerebbe lasciare la stanza per un momento? Poi la facciamo rientrare.	Bitte verlassen sie kurz den Raum, sie können gleich wieder kommen.		9438592	E ora volete attenderlo qui, o rientrare in biblioteca ?	Tja, wollt Ihr hier warten, oder reinkommen, und euch entspannen?		10145480	Non voglio rientrare, avrei paura di stare in quella casa da sola.	Ich will nicht nach Hause. Ich hätte Angst allein im Haus.			X
ingresso	NOM	3807090	L'ingresso include una bevanda.	Im Eintritt ist ein Getränk inbegriffen.		1565168	Ingresso solo per gli studenti.	Zutritt nur für Studenten.		10022901	Solo 2 dollari di ingresso, gente!	Nur zwei Dollar Eintritt, Leute!			X
svolgimento	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
pietoso	ADJ	9708339	Sì, ma non capisce che è stato il lavoro di ragioniere a ridurmi in questo stato pietoso?	Ich bin nur durch die Buchhalterei so geworden. Helfen Sie mir doch!			N/A	N/A			N/A	N/A			
dolorante	ADJ	9300367	Bugiardo. Sono dolorante e mi scricchiolano tutte le ossa .	Lügner, ich stöhne und ächze wie eine alte Stubentür.			N/A	N/A			N/A	N/A			
scontato	ADJ	10135575	Era sempre scontato che io mi sarei comportata bene.	Auf mich war immer Verlass.		10211692	Ma i giovani americani sembrano dare la libertà per scontato.	Aber die jungen Amerikaner nehmen die Freiheit als selbstverstandlich hin.		9192316	Questo extraterrestre, noi diamo per scontato che sia una minaccia.	Wir denken automatisch, der Weltraummann sei eine Bedrohung.			X
merito	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
fermamente	ADV	9211579	Comunque, ero fermamente decisa ad aiutarlo.	Dennoch wollte ich ihm unbedingt helfen.		9558338	Lo so che ti sembra puerile, ma io ci credo fermamente.	Ich weiß, dass es kindisch klingt, aber ich glaube daran.		9459871	Credo fermamente che venga da Dio e per ordine suo.	Das glaube ich mit ganzem Herzen.			X
ferocia	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
dintorno	NOM	2219171	Nei dintorni non ci sono segnali minacciosi.	In der Umgebung gibt es keine feindlichen Anzeichen.			N/A	N/A			N/A	N/A			
brevettare	VER		N/A	N/A			N/A	N/A			N/A	N/A			
maniera	NOM	2398375	Questo libro vi aiuterà ad imparare a scrivere in maniera efficace.	Dieses Buch wird ihnen dabei helfen zu lernen, auf wirksame Weise zu schreiben.		9030682	È perché lei è così riconoscente e mi ringrazia in maniera tanto gentile.	Weil Sie immer so dankbar sind und sich so lieb bei mir bedanken.		10175375	Andiamo di sopra nel mio ufficio. Discutiamone in maniera civile.	Besprechen wir das in mein Büro, wie zwei vernünftige Wesen.			X
scheda	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
partecipazione	NOM	1510811	La maggior parte delle lucertole si riproduce senza la partecipazione del maschio.	Der Großteil der Eidechsen vermehrt sich ohne Beteiligung des Männchens.		9490770	Vi ringrazio per la vostra partecipazione.	Ich dank Euch für Euren guten Rat.		10310309	Newton Crosby, è attesa la tua partecipazione.	Newton Crosby, du sollst unverzügliche Erscheinung machen.			X
genere	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
raffigurare	VER		N/A	N/A			N/A	N/A			N/A	N/A			
attore	NOM	2159856	Chi è il tuo attore di Hollywood preferito?	Wer ist dein Lieblingsschauspieler in Hollywood?		3969577	Ho un amico il cui padre è un attore famoso.	Ich habe einen Freund, dessen Vater ein berühmter Schauspieler ist.		10053375	Un attore vuole sempre interpretare due ruoli in un film.	Weil ein schauspieler immer gern zwei rollen in einem film übernehmen will.			X
apparire	VER		N/A	N/A			N/A	N/A			N/A	N/A			
magno	ADJ		N/A	N/A			N/A	N/A			N/A	N/A			
nascondere	VER	3094002	Il ladro furbo si nascose in un capanno degli attrezzi.	Der listige Dieb versteckte sich in einem Geräteschuppen.		714654	Tom è nascosto sotto il tavolo.	Tom versteckt sich unter dem Tisch.		3055626	Noi non abbiamo niente da nascondere.	Wir haben nichts zu verbergen.			X
intervistare	VER	9787745	Gli altri protagonisti del film sono qui e spero di poterli intervistare.	Alle anderen Darsteller des Films sind hier, und ich hoffe, sie gleich interviewen zu können.		10494395	Preferisco intervistare le donne piuttosto che gli uomini.	Ich interviewe lieber Frauen als Männer.		9742499	Non ci sono abbastanza ricchi da poter intervistare.	Es gibt einfach nicht mehr genug Reiche zum Interviewen.			X
coniuge	NOM	9024919	Già, ho dimenticato di dirti che siamo registrati come coniugi.	Ja, vergaß ich Ihnen zu sagen. Ich hab uns als Ehepaar eingetragen.		9971526	I coniugi convengono che il figlio venga affidato alla madre e che il padre possa visitarlo liberamente e tenerlo presso di sé, previo accordo fra le parti.	Die Ehepartner stimmen darin überein, dass die Mutter das Sorgerecht erhält. Der Vater darf das Kind jederzeit sehen. Über die Unterbringung werden die Parteien sich jeweils verständigen.			N/A	N/A			
commovente	ADJ		N/A	N/A			N/A	N/A			N/A	N/A			
regina	NOM	399641	La regina regna ma non governa in Inghilterra.	Die Königin ist Englands Oberhaupt, hat aber nicht die Regierungsgewalt.		419087	La regina Vittoria fu sovrana della Gran Bretagna.	Königin Viktoria war das Oberhaupt von Großbritannien.		2514928	Possa la regina vivere a lungo!	Lang lebe die Königin!			X
soddisfare	VER	2917018	Io sono totalmente soddisfatto della mia nuova casa.	Ich bin mit meinem neuen Haus völlig zufrieden.		7783813	Era soddisfatta del risultato.	Sie war mit dem Ergebnis zufrieden.		10040220	Perciò mi ha incaricato di soddisfare qualsiasi suo desiderio.	Ich habe deshalb den Auftrag, seine Wünsche zu erfüllen.			X
condizionatore	NOM	9800828	Alza il condizionatore al massimo.	Dreh die Klimaanlage voll auf.		10213131	Il condizionatore si è di nuovo scassato.	Die Klimaanlage ist wohl wieder kaputt.			N/A	N/A			
passione	NOM	439745	La mia passione è visitare templi antichi.	Mein Hobby ist, alte Tempel zu besichtigen.		9510388	Come medico niente da dire, lo fa con grande passione ed è molto bravo.	Ein guter Arzt, seiner Arbeit verpflichtet.		9185119	Ricorda: una donna ama un uomo che ama con passione.	Eine Frau verliebt sich in den Mann, der wie besessen von ihr ist.			X
attivare	VER		N/A	N/A			N/A	N/A			N/A	N/A			
specificare	VER		N/A	N/A			N/A	N/A			N/A	N/A			
pralina	NOM	996850	Posso sentire questa pralina di cioccolato?	Kann ich diese Schokoladenpraline probieren?			N/A	N/A			N/A	N/A			
raccogliere	VER	1494023	Raccolgono la nostra spazzatura ogni lunedì.	Unser Müll wird jeden Montag abgeholt.		10217572	Domani andiamo nel bosco a raccogliere mirtilli.	Und morgen gehn mer in de Wald und hole Wehle.		9471370	Quali informazioni doveva raccogliere?	Was für Informationen sollten Sie sammeln?			X
cieco	ADJ	888028	Devi essere cieco come una talpa se non sei riuscito a vederla.	Du musst blind wie ein Maulwurf sein, wenn du es nicht sehen konntest.			N/A	N/A			N/A	N/A			
inventato	ADJ	904463	Muiriel è molto brava nel raccontare storie inventate.	Muiriel ist sehr gut darin, erfundene Geschichten zu erzählen.		710704	Ogni giorno utilizziamo molte cose inventate da Edison.	Jeden Tag benutzen wir viele Dinge, die Edison erfunden hat.			N/A	N/A			
decisione	NOM	2263934	A volte bisogna avere il coraggio di prendere decisioni difficili.	Manchmal muss man den Mut haben, schwierige Entscheidungen zu treffen.		874327	La decisione del giudice è inappellabile.	Die Entscheidung des Richters ist endgültig.		5634024	Io non sono in disaccordo con la vostra decisione.	Ich widerspreche deiner Entscheidung nicht.			X
scelta	NOM	1794015	Quando una donna ha una scelta tra amore e ricchezza, cerca sempre di scegliere entrambi.	Hat eine Frau die Wahl zwischen Liebe und Reichtum, versucht sie stets beides zu wählen.		2178310	Non scegliere è già una scelta.	Nicht wählen ist bereits eine Wahl.		5489729	Credi di aver sbagliato nella scelta della professione?	Meinst du, dich in der Wahl des Berufs geirrt zu haben?			X
circolare	VER		N/A	N/A			N/A	N/A			N/A	N/A			
trattoria	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
uso	NOM	1758717	Perché non avvisare che l'uso prolungato del telefono mobile può essere pericoloso per le nostre cellule cerebrali?	Warum soll man nicht darauf hinweisen, daß ein längerer Gebrauch von Mobiltelefonen gefährlich für unsere Hirnzellen sein kann?		4925416	Io detesto l'eccessivo uso delle parole straniere, specialmente quando non sono necessarie.	Ich verabscheue den übermäßigen Gebrauch von Fremdwörtern, vor allem dann, wenn sie unnötig sind.		2442466	L'uso di tablet e smartphone a letto ci fa dormire peggio e causa una minore concentrazione.	Der Gebrauch von Tablet-PCs und Smartphones im Bett, führt dazu, dass wir schlechter schlafen und weniger konzentriert sind.			X
sociale	ADJ	1082662	Negli Stati Uniti ci sono da sempre gravi problemi sociali.	In den Vereinigten Staaten gibt es seit jeher gravierende soziale Probleme.		1541390	L'uomo può vivere senza avere una vita sociale?	Kann der Mensch ohne soziale Kontakte leben?			N/A	N/A			
gradino	NOM	10349852	Lei è semplicemente su un altro gradino sociale	Du stehst eben auf einer anderen Gesellschaftsstufe.		9354817	Cominciamo col primo gradino.	In Ordnung, der erste Schritt.		9254267	Attento al gradino rotto. Attento al gradino rotto.	Vorsicht, da ist ne Stufe kaputt.			X
crisi	NOM	3030588	Negli ultimi mesi i media hanno discusso un solo argomento: la crisi economica.	In den letzten Monaten erörterten die Medien nur ein Thema: die Wirtschaftskrise.		2416904	L'economia è in crisi, infatti sono diminuiti i consumi.	Die Wirtschaft steckt in einer Krise, und tatsächlich ist der Konsum geschrumpft.		3067300	La crisi attuale non è solo di natura economica.	Die gegenwärtige Krise ist nicht nur ökonomischer Natur.			X
comporre	VER	1220037	Una molecola d’acqua è composta da tre atomi: due di idrogeno e uno di ossigeno.	Ein Molekül Wasser besteht aus drei Atomen: Zwei Wasserstoffatome und ein Sauerstoffatom.		399278	Una squadra è composta da undici giocatori.	Eine Mannschaft besteht aus elf Spielern.		9092276	Dove hai imparato a comporre poesie così meravigliose?	Wolf, wo haben Sie gelernt, so wunderschöne Gedichte zu schreiben?			X
assicurato	ADJ		N/A	N/A			N/A	N/A			N/A	N/A			
rispetto	NOM	3511672	Il cartone è più forte rispetto alla carta.	Pappe ist fester als Papier.		1919313	Credo nei valori e nel rispetto.	Ich glaube an Werte und an Respekt.		10444115	Le porte funzionano in modo diverso rispetto alle Vostre.	Die Türen funktionieren nur anders als die, die du kennst.			X
nascondino	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
disabile	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
oroscopo	NOM	10478029	Leggiamo il suo oroscopo. Vediamo cosa dice sulla scuola.	Sehen wir mal, ob im Horoskop etwas von Schule steht.			N/A	N/A			N/A	N/A			
pesare	VER	6579230	Mary si pesa ogni mattina.	Maria wiegt sich jeden Morgen.		9269355	Ci sono momenti in cui mi piacerebbe pesare 20 chili in più.	Und ich möchte manchmal siebzig Pfund mehr wiegen und dir eine knallen!		9027906	Doveva pesare 110 chili, se ora è 30 grammi.	Er muss ungefähr 110 kg gewogen haben.			X
influire	VER	10264304	Cominciava ad influire su di lui a livello mentale e fisico.	Er fehlte in der Firma und sperrte sich seit nun schon 4 Tagen in sein Zimmer ein.		9602666	Può influire su tutta la mia vita.	Sie könnte mein gesamtes Leben beeinflussen.		9968209	Non deve influire su di loro.	Und sie sollen auch nicht berührt sein.			
meraviglioso	ADJ	4542464	Ho comprato un meraviglioso gioiello d'oro adornato con pietre preziose.	Ich habe mir einen wunderschönen Schmuck gekauft, der aus Gold gefertigt und mit Edelsteinen verziert wurde.		2189066	“Perché parli francese?“ “Perché il francese è meraviglioso!“	„Warum sprichst du Französisch?“ — „Weil Französisch toll ist!“		1064165	La casa che Tom ha costruito è meravigliosa.	Das von Tom gebaute Haus ist wunderbar.			X
ingegneria	NOM	4750138	Le ragnatele sono piccole capolavori di ingegneria.	Die Spinnweben sind kleine Meisterwerke der Ingenieurskunst.		10058518	Uomini e donne addestrati in astronomia, fisica, geologia o ingegneria.	Männer und Frauen mit einer Ausbildung in Astronomie, Physik, Geologie und Ingenieurwesen.		10061328	Potrebbero avere opere di ingegneria tali da rendere insignificanti le nostre opere più ambiziose.	Die dort existierende Technik stellt möglicherweise unsere größten Errungenschaften in den Schatten.			X
architettonico	ADJ	9839809	Sarà la mia più grande impresa nel paesaggio architettonico.	Das wird mein größtes Unternehmen in der Landschaftsarchitektur.		9169295	La chiesa è eccezionalmente ricca di molti elementi di interesse architettonico.	Wir verfügen aber auch über Objekte von architektonischem Interesse.			N/A	N/A			
capricorno	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
scarico	NOM	1827251	Se lo sporco ha ostruito lo scarico del vostro lavandino, non è necessario chiamare l'idraulico. Si possono usare dei rimedi fai-da-te, facili e rapidi.	Wenn Schmutz den Abfluss Ihres Waschbeckens verstopft hat, ist es nicht notwendig den Klempner zu rufen. Man kann einfache und schnelle Selbsthilfe-Mittel verwenden.		9561139	Mio fratello le ha sbloccato i tubi di scarico.	Mein Bruder hat bei Ihnen ein verstopftes Rohr geputzt.			N/A	N/A			
promettere	VER	503218	Muiriel mi ha promesso che se leggo tutto il libro “Il ritratto di Dorian Gray“ in inglese, lei mi aiuterà con i miei compiti di matematica.	Muiriel hat mir versprochen, dass sie mir mit meinen Mathematikhausaufgaben helfen wird, wenn ich das ganze Buch “Das Bildnis des Dorian Gray“ auf Englisch lese.		1758735	Non è sufficiente limitarsi ad annunciare le riforme e promettere più posti di lavoro.	Es reicht nicht, Reformen anzukündigen und mehr Arbeitsplätze zu versprechen.		2443751	Giorgio Napolitano resterà in carica fino al termine del mandato, che scade a maggio. Il Presidente della Repubblica ha promesso di fare ogni sforzo affinché venga finalmente formato un nuovo governo.	Giorgio Napolitano verbleibt bis zum Ende seines Mandats, welches im Mai ausläuft, im Amt. Der Präsident der Republik hat versprochen, alles in seiner Macht Stehende zu tun, damit endlich eine neue Regierung gebildet wird.			X
dovunque	ADV	9842944	Se credi che esca alle tre e mezzo di notte per portarti a casa tua, dovunque sia, sei pazza.	Ich soll dich um halb vier heimbringen, wo immer das ist? Du spinnst.		9890686	Trovi suo figlio, chiunque egli sia e dovunque si trovi, e le darò 10.000 dollari.	Finden Sie ihren Sohn, wer oder wo er auch ist, und ich zahle Ihnen 10.000 Dollar.		10017321	Lo porto sempre con me, dovunque vado.	Ich trage ihn mit mir, wohin ich auch gehe.			X
studioso	ADJ		N/A	N/A			N/A	N/A			N/A	N/A			
imbiancare	VER	9222643	Mi dica, lei e Keller ci metterete ancora molto a finire di imbiancare questa stanza?	Sagen sie, brauchen sie und keller noch lange, um diesen raum zu streichen?		9708848	La direzione ha deciso di imbiancare i corridoi.	Die Verwaltung will die Flure renovieren.		9389299	Lui non puô imbiancare la chiesa.	Eine ungestrichene Kirche.			X
